任务编号,任务类型,到达小时,图形处理器需求量,连续执行时长,延时敏感性,来源区域,最大网络时延,最晚完成小时,最早开工小时,执行模式,连续执行时长_小时
323,批量推理任务,898,18,136,中,区域B,80,2406,898,不可抢占,2.2666666666666666
324,批量推理任务,1785,17,37,中,区域C,80,2406,1785,不可抢占,0.6166666666666667
325,批量推理任务,118,17,395,中,区域D,80,2406,118,不可抢占,6.583333333333333
326,批量推理任务,1376,16,23,中,区域E,80,2406,1376,不可抢占,0.38333333333333336
327,人工智能训练任务,1656,74,380,低,区域F,150,2406,1656,不可抢占,6.333333333333333
328,人工智能训练任务,676,22,120,低,区域C,150,2406,676,不可抢占,2
329,批量推理任务,522,17,248,中,区域B,80,2406,522,不可抢占,4.133333333333334
330,人工智能训练任务,2187,124,303,低,区域D,150,2406,2187,不可抢占,5.05
331,实时推理任务,1613,3,201,高,区域B,20,1617,1613,不可抢占,3.35
332,人工智能训练任务,2311,104,37,低,区域E,150,2406,2311,不可抢占,0.6166666666666667
333,人工智能训练任务,111,89,282,低,区域F,150,2406,111,不可抢占,4.7
334,实时推理任务,1755,7,135,高,区域A,20,1758,1755,不可抢占,2.25
335,实时推理任务,1891,4,154,高,区域A,20,1894,1891,不可抢占,2.566666666666667
336,实时推理任务,205,5,34,高,区域A,20,206,205,不可抢占,0.5666666666666667
337,批量推理任务,1552,7,76,中,区域C,80,2406,1552,不可抢占,1.2666666666666666
338,批量推理任务,866,12,155,中,区域D,80,2406,866,不可抢占,2.5833333333333335
339,批量推理任务,1338,18,120,中,区域E,80,2406,1338,不可抢占,2
340,批量推理任务,1552,5,273,中,区域F,80,2406,1552,不可抢占,4.55
341,批量推理任务,1726,11,245,中,区域A,80,2406,1726,不可抢占,4.083333333333333
342,批量推理任务,335,22,110,中,区域B,80,2406,335,不可抢占,1.8333333333333333
343,批量推理任务,79,9,291,中,区域C,80,2406,79,不可抢占,4.85
344,人工智能训练任务,2209,79,324,低,区域E,150,2406,2209,不可抢占,5.4
345,实时推理任务,1433,5,238,高,区域C,20,1437,1433,不可抢占,3.966666666666667
346,实时推理任务,281,1,159,高,区域C,20,284,281,不可抢占,2.65
347,人工智能训练任务,164,36,79,低,区域A,150,2406,164,不可抢占,1.3166666666666667
348,实时推理任务,1012,7,359,高,区域A,20,1018,1012,不可抢占,5.983333333333333
349,实时推理任务,83,3,327,高,区域A,20,89,83,不可抢占,5.45
350,人工智能训练任务,624,109,161,低,区域D,150,2406,624,不可抢占,2.683333333333333
351,实时推理任务,517,7,256,高,区域B,20,522,517,不可抢占,4.266666666666667
352,批量推理任务,468,6,40,中,区域E,80,2406,468,不可抢占,0.6666666666666666
353,人工智能训练任务,892,55,45,低,区域F,150,2406,892,不可抢占,0.75
354,批量推理任务,1049,9,229,中,区域A,80,2406,1049,不可抢占,3.816666666666667
355,批量推理任务,687,14,344,中,区域B,80,2406,687,不可抢占,5.733333333333333
356,人工智能训练任务,469,21,378,低,区域D,150,2406,469,不可抢占,6.3
357,实时推理任务,1274,6,71,高,区域B,20,1276,1274,不可抢占,1.1833333333333333
358,实时推理任务,2370,1,344,高,区域C,20,2376,2370,不可抢占,5.733333333333333
359,实时推理任务,1277,3,35,高,区域C,20,1278,1277,不可抢占,0.5833333333333334
360,人工智能训练任务,1537,66,309,低,区域A,150,2406,1537,不可抢占,5.15
361,批量推理任务,812,8,127,中,区域A,80,2406,812,不可抢占,2.1166666666666667
362,实时推理任务,994,4,221,高,区域A,20,998,994,不可抢占,3.683333333333333
363,实时推理任务,1235,1,122,高,区域B,20,1238,1235,不可抢占,2.033333333333333
364,人工智能训练任务,495,27,10,低,区域E,150,2406,495,不可抢占,0.16666666666666666
365,人工智能训练任务,168,105,329,低,区域F,150,2406,168,不可抢占,5.483333333333333
366,批量推理任务,2182,9,391,中,区域F,80,2406,2182,不可抢占,6.516666666666667
367,批量推理任务,1517,14,342,中,区域A,80,2406,1517,不可抢占,5.7
368,实时推理任务,2072,3,170,高,区域A,20,2075,2072,不可抢占,2.8333333333333335
369,人工智能训练任务,1397,21,19,低,区域D,150,2406,1397,不可抢占,0.31666666666666665
370,实时推理任务,1720,5,147,高,区域B,20,1723,1720,不可抢占,2.45
371,批量推理任务,432,15,22,中,区域D,80,2406,432,不可抢占,0.36666666666666664
372,批量推理任务,1483,11,93,中,区域E,80,2406,1483,不可抢占,1.55
373,人工智能训练任务,1883,80,110,低,区域F,150,2406,1883,不可抢占,1.8333333333333333
374,人工智能训练任务,626,88,274,低,区域C,150,2406,626,不可抢占,4.566666666666666
375,批量推理任务,721,14,47,中,区域B,80,2406,721,不可抢占,0.7833333333333333
376,人工智能训练任务,2137,50,104,低,区域D,150,2406,2137,不可抢占,1.7333333333333334
377,人工智能训练任务,1106,64,327,低,区域E,150,2406,1106,不可抢占,5.45
378,人工智能训练任务,2204,75,343,低,区域E,150,2406,2204,不可抢占,5.716666666666667
379,批量推理任务,1904,14,85,中,区域F,80,2406,1904,不可抢占,1.4166666666666667
380,批量推理任务,1099,6,10,中,区域A,80,2406,1099,不可抢占,0.16666666666666666
381,批量推理任务,1005,11,69,中,区域B,80,2406,1005,不可抢占,1.15
382,实时推理任务,1142,5,276,高,区域B,20,1147,1142,不可抢占,4.6
383,批量推理任务,998,12,279,中,区域C,80,2406,998,不可抢占,4.65
384,批量推理任务,2334,6,174,中,区域D,80,2406,2334,不可抢占,2.9
385,人工智能训练任务,1552,20,388,低,区域F,150,2406,1552,不可抢占,6.466666666666667
386,批量推理任务,117,17,71,中,区域F,80,2406,117,不可抢占,1.1833333333333333
387,批量推理任务,1331,7,246,中,区域A,80,2406,1331,不可抢占,4.1
388,实时推理任务,1997,2,305,高,区域A,20,2003,1997,不可抢占,5.083333333333333
389,实时推理任务,1453,7,297,高,区域B,20,1458,1453,不可抢占,4.95
390,批量推理任务,1394,22,362,中,区域D,80,2406,1394,不可抢占,6.033333333333333
391,批量推理任务,1131,18,154,中,区域D,80,2406,1131,不可抢占,2.566666666666667
392,人工智能训练任务,41,112,318,低,区域F,150,2406,41,不可抢占,5.3
393,人工智能训练任务,782,119,48,低,区域A,150,2406,782,不可抢占,0.8
394,实时推理任务,988,3,143,高,区域A,20,991,988,不可抢占,2.3833333333333333
395,人工智能训练任务,1664,82,188,低,区域D,150,2406,1664,不可抢占,3.1333333333333333
396,批量推理任务,2274,11,24,中,区域C,80,2406,2274,不可抢占,0.4
397,实时推理任务,1950,7,298,高,区域B,20,1955,1950,不可抢占,4.966666666666667
398,人工智能训练任务,2010,109,166,低,区域F,150,2406,2010,不可抢占,2.7666666666666666
399,批量推理任务,70,9,106,中,区域F,80,2406,70,不可抢占,1.7666666666666666
400,实时推理任务,1205,5,298,高,区域A,20,1210,1205,不可抢占,4.966666666666667
401,实时推理任务,1656,6,95,高,区域A,20,1658,1656,不可抢占,1.5833333333333333
402,人工智能训练任务,996,81,132,低,区域D,150,2406,996,不可抢占,2.2
403,批量推理任务,2382,13,127,中,区域D,80,2406,2382,不可抢占,2.1166666666666667
404,批量推理任务,1938,9,168,中,区域D,80,2406,1938,不可抢占,2.8
405,人工智能训练任务,2174,62,374,低,区域F,150,2406,2174,不可抢占,6.233333333333333
406,批量推理任务,1742,23,24,中,区域A,80,2406,1742,不可抢占,0.4
407,人工智能训练任务,2254,44,270,低,区域D,150,2406,2254,不可抢占,4.5
408,批量推理任务,1441,18,341,中,区域B,80,2406,1441,不可抢占,5.683333333333334
409,人工智能训练任务,1858,60,104,低,区域D,150,2406,1858,不可抢占,1.7333333333333334
410,批量推理任务,1255,22,301,中,区域D,80,2406,1255,不可抢占,5.016666666666667
411,批量推理任务,944,14,78,中,区域E,80,2406,944,不可抢占,1.3
412,实时推理任务,788,4,263,高,区域E,20,793,788,不可抢占,4.383333333333334
413,批量推理任务,489,13,47,中,区域A,80,2406,489,不可抢占,0.7833333333333333
414,人工智能训练任务,2194,21,32,低,区域D,150,2406,2194,不可抢占,0.5333333333333333
415,人工智能训练任务,758,62,311,低,区域D,150,2406,758,不可抢占,5.183333333333334
416,实时推理任务,886,3,227,高,区域B,20,890,886,不可抢占,3.783333333333333
417,人工智能训练任务,1983,28,219,低,区域E,150,2406,1983,不可抢占,3.65
418,批量推理任务,2148,4,113,中,区域E,80,2406,2148,不可抢占,1.8833333333333333
419,人工智能训练任务,1159,75,365,低,区域A,150,2406,1159,不可抢占,6.083333333333333
420,实时推理任务,795,4,385,高,区域A,20,802,795,不可抢占,6.416666666666667
421,批量推理任务,931,8,136,中,区域B,80,2406,931,不可抢占,2.2666666666666666
422,批量推理任务,734,13,296,中,区域C,80,2406,734,不可抢占,4.933333333333334
423,批量推理任务,57,12,38,中,区域D,80,2406,57,不可抢占,0.6333333333333333
424,人工智能训练任务,2187,93,306,低,区域F,150,2406,2187,不可抢占,5.1
425,实时推理任务,1123,6,266,高,区域D,20,1128,1123,不可抢占,4.433333333333334
426,实时推理任务,223,6,355,高,区域A,20,229,223,不可抢占,5.916666666666667
427,人工智能训练任务,1196,125,191,低,区域D,150,2406,1196,不可抢占,3.183333333333333
428,人工智能训练任务,517,102,10,低,区域D,150,2406,517,不可抢占,0.16666666666666666
429,人工智能训练任务,2010,78,64,低,区域E,150,2406,2010,不可抢占,1.0666666666666667
430,实时推理任务,50,3,158,高,区域C,20,53,50,不可抢占,2.6333333333333333
431,人工智能训练任务,1164,62,146,低,区域F,150,2406,1164,不可抢占,2.433333333333333
432,批量推理任务,1960,13,322,中,区域F,80,2406,1960,不可抢占,5.366666666666666
433,批量推理任务,1395,12,72,中,区域A,80,2406,1395,不可抢占,1.2
434,实时推理任务,210,4,99,高,区域A,20,212,210,不可抢占,1.65
435,批量推理任务,1956,14,395,中,区域C,80,2406,1956,不可抢占,6.583333333333333
436,实时推理任务,267,7,356,高,区域B,20,273,267,不可抢占,5.933333333333334
437,批量推理任务,2014,20,373,中,区域D,80,2406,2014,不可抢占,6.216666666666667
438,实时推理任务,2363,3,191,高,区域C,20,2367,2363,不可抢占,3.183333333333333
439,人工智能训练任务,219,39,189,低,区域A,150,2406,219,不可抢占,3.15
440,实时推理任务,611,6,170,高,区域A,20,614,611,不可抢占,2.8333333333333335
441,人工智能训练任务,1244,64,72,低,区域D,150,2406,1244,不可抢占,1.2
442,实时推理任务,1016,3,163,高,区域B,20,1019,1016,不可抢占,2.716666666666667
443,实时推理任务,2285,4,58,高,区域C,20,2286,2285,不可抢占,0.9666666666666667
444,批量推理任务,924,10,93,中,区域E,80,2406,924,不可抢占,1.55
445,人工智能训练任务,1558,120,157,低,区域F,150,2406,1558,不可抢占,2.6166666666666667
446,批量推理任务,1813,11,336,中,区域A,80,2406,1813,不可抢占,5.6
447,批量推理任务,1756,4,150,中,区域B,80,2406,1756,不可抢占,2.5
448,批量推理任务,2329,22,220,中,区域C,80,2406,2329,不可抢占,3.6666666666666665
449,人工智能训练任务,246,77,167,低,区域E,150,2406,246,不可抢占,2.783333333333333
450,人工智能训练任务,406,44,295,低,区域E,150,2406,406,不可抢占,4.916666666666667
451,实时推理任务,864,3,266,高,区域C,20,869,864,不可抢占,4.433333333333334
452,批量推理任务,332,17,184,中,区域A,80,2406,332,不可抢占,3.066666666666667
453,实时推理任务,982,2,122,高,区域A,20,985,982,不可抢占,2.033333333333333
454,实时推理任务,2260,2,328,高,区域A,20,2266,2260,不可抢占,5.466666666666667
455,实时推理任务,641,4,273,高,区域B,20,646,641,不可抢占,4.55
456,实时推理任务,1673,5,368,高,区域B,20,1680,1673,不可抢占,6.133333333333334
457,批量推理任务,1924,6,275,中,区域E,80,2406,1924,不可抢占,4.583333333333333
458,批量推理任务,133,13,375,中,区域F,80,2406,133,不可抢占,6.25
459,实时推理任务,1180,2,64,高,区域A,20,1182,1180,不可抢占,1.0666666666666667
460,人工智能训练任务,1158,107,187,低,区域D,150,2406,1158,不可抢占,3.1166666666666667
461,人工智能训练任务,1859,22,330,低,区域D,150,2406,1859,不可抢占,5.5
462,实时推理任务,956,1,264,高,区域B,20,961,956,不可抢占,4.4
463,批量推理任务,810,11,258,中,区域D,80,2406,810,不可抢占,4.3
464,批量推理任务,470,18,76,中,区域E,80,2406,470,不可抢占,1.2666666666666666
465,人工智能训练任务,920,66,273,低,区域A,150,2406,920,不可抢占,4.55
466,人工智能训练任务,610,49,97,低,区域D,150,2406,610,不可抢占,1.6166666666666667
467,批量推理任务,582,17,129,中,区域B,80,2406,582,不可抢占,2.15
468,实时推理任务,244,6,174,高,区域B,20,247,244,不可抢占,2.9
469,实时推理任务,1259,6,232,高,区域B,20,1263,1259,不可抢占,3.8666666666666667
470,人工智能训练任务,2331,70,16,低,区域F,150,2406,2331,不可抢占,0.26666666666666666
471,批量推理任务,1798,13,170,中,区域F,80,2406,1798,不可抢占,2.8333333333333335
472,实时推理任务,1919,7,156,高,区域A,20,1922,1919,不可抢占,2.6
473,人工智能训练任务,1245,127,45,低,区域D,150,2406,1245,不可抢占,0.75
474,人工智能训练任务,1648,44,11,低,区域D,150,2406,1648,不可抢占,0.18333333333333332
475,批量推理任务,2049,4,206,中,区域C,80,2406,2049,不可抢占,3.433333333333333
476,人工智能训练任务,2022,35,243,低,区域E,150,2406,2022,不可抢占,4.05
477,批量推理任务,329,5,128,中,区域E,80,2406,329,不可抢占,2.1333333333333333
478,人工智能训练任务,163,27,270,低,区域F,150,2406,163,不可抢占,4.5
479,批量推理任务,1320,8,265,中,区域A,80,2406,1320,不可抢占,4.416666666666667
480,人工智能训练任务,1025,109,235,低,区域D,150,2406,1025,不可抢占,3.9166666666666665
481,实时推理任务,374,5,364,高,区域B,20,381,374,不可抢占,6.066666666666666
482,实时推理任务,2356,4,373,高,区域B,20,2363,2356,不可抢占,6.216666666666667
483,人工智能训练任务,84,39,211,低,区域F,150,2406,84,不可抢占,3.5166666666666666
484,人工智能训练任务,1103,45,68,低,区域F,150,2406,1103,不可抢占,1.1333333333333333
485,人工智能训练任务,164,125,233,低,区域B,150,2406,164,不可抢占,3.8833333333333333
486,实时推理任务,1927,1,23,高,区域A,20,1928,1927,不可抢占,0.38333333333333336
487,人工智能训练任务,1811,24,246,低,区域D,150,2406,1811,不可抢占,4.1
488,批量推理任务,743,10,255,中,区域C,80,2406,743,不可抢占,4.25
489,人工智能训练任务,1785,37,13,低,区域E,150,2406,1785,不可抢占,0.21666666666666667
490,人工智能训练任务,2014,41,38,低,区域F,150,2406,2014,不可抢占,0.6333333333333333
491,实时推理任务,1925,5,302,高,区域F,20,1931,1925,不可抢占,5.033333333333333
492,批量推理任务,1672,14,155,中,区域A,80,2406,1672,不可抢占,2.5833333333333335
493,批量推理任务,1315,13,50,中,区域B,80,2406,1315,不可抢占,0.8333333333333334
494,人工智能训练任务,428,53,26,低,区域D,150,2406,428,不可抢占,0.43333333333333335
495,实时推理任务,1350,5,387,高,区域B,20,1357,1350,不可抢占,6.45
496,批量推理任务,2029,15,126,中,区域D,80,2406,2029,不可抢占,2.1
497,批量推理任务,1640,13,36,中,区域F,80,2406,1640,不可抢占,0.6
498,人工智能训练任务,150,72,228,低,区域A,150,2406,150,不可抢占,3.8
499,批量推理任务,360,11,277,中,区域A,80,2406,360,不可抢占,4.616666666666666
500,批量推理任务,1033,16,182,中,区域B,80,2406,1033,不可抢占,3.033333333333333
501,批量推理任务,474,20,199,中,区域C,80,2406,474,不可抢占,3.316666666666667
502,批量推理任务,2107,17,139,中,区域D,80,2406,2107,不可抢占,2.316666666666667
503,实时推理任务,2222,4,372,高,区域C,20,2229,2222,不可抢占,6.2
504,批量推理任务,1692,4,190,中,区域F,80,2406,1692,不可抢占,3.1666666666666665
505,实时推理任务,768,4,38,高,区域A,20,769,768,不可抢占,0.6333333333333333
506,人工智能训练任务,1481,36,305,低,区域D,150,2406,1481,不可抢占,5.083333333333333
507,人工智能训练任务,2041,26,196,低,区域D,150,2406,2041,不可抢占,3.2666666666666666
508,人工智能训练任务,1810,54,319,低,区域E,150,2406,1810,不可抢占,5.316666666666666
509,实时推理任务,833,2,120,高,区域C,20,835,833,不可抢占,2
510,批量推理任务,2249,8,298,中,区域E,80,2406,2249,不可抢占,4.966666666666667
