调度时段编号,区域编号,电价时段,购电价格,售电价格,碳强度,人工智能训练任务功率,图形处理器利用率,可用新能源出力,直接消纳新能源,新能源充电功率,弃风弃光功率,信息技术侧负荷,设施侧总负荷,电网购电功率,电网充电功率,外送售电功率,净购电功率,碳排放量,需求响应等级,储能荷电状态,储能充电功率,储能放电功率,基准人工智能信息技术负荷,非人工智能信息技术负荷,数据时段
20,区域A,峰,1056.56,0.0,0.6455,47.36,64.621693,540.19,39.7062,0.0,500.4838,245.1,330.885,246.1788,0.0,0.0,246.1788,158.9084,中,154.3478,0.0,45.0,58.0036666667,187.096333,主时域0_2399
20,区域B,峰,1012.54,0.0,0.6038,50.56,69.888889,540.19,53.4114,0.0,486.7786,263.76,356.076,262.1646,0.0,0.0,262.1646,158.295,中,143.913,0.0,40.5,59.178,204.582,主时域0_2399
20,区域C,峰,983.19,0.0,0.5726,10.08,24.237654,540.19,62.9446,0.0,477.2454,253.4,349.692,248.4974,0.0,0.0,248.4974,142.2896,中,133.6957,0.0,38.25,16.4906666667,236.909333,主时域0_2399
20,区域D,峰,631.0,492.18,0.4373,80.5493333333,37.379982,540.19,108.8556,0.0,251.3344,218.06,279.1168,0.0,0.0,180.0,-180.0,0.0,中,163.4889,0.0,170.2612,85.2093333333,132.850667,主时域0_2399
20,区域E,峰,557.63,434.95,0.229,24.0,20.355731,540.19,161.0194,0.0,170.6268,234.21,292.7625,0.0,0.0,208.5438,-208.5438,0.0,中,238.15,0.0,131.7431,29.6,204.61,主时域0_2399
20,区域F,峰,586.98,457.84,0.2707,83.248,57.380952,540.19,179.1157,0.0,162.4834,251.85,319.8495,0.0,0.0,198.5909,-198.5909,0.0,中,236.587,0.0,140.7338,86.648,165.202,主时域0_2399
21,区域A,峰,1057.08,0.0,0.658,56.8,72.044974,510.22,45.1348,0.0,465.0852,278.61,376.1235,285.9887,0.0,0.0,285.9887,188.1806,中,105.4348,0.0,45.0,66.149,212.461,主时域0_2399
21,区域B,峰,1013.04,0.0,0.6155,48.6933333333,68.65812,510.22,56.2991,0.0,453.921,278.02,375.327,278.5279,0.0,0.0,278.5279,171.434,中,99.8913,0.0,40.5,58.089,219.931,主时域0_2399
21,区域C,峰,983.67,0.0,0.5837,5.2,17.762346,510.22,65.6273,0.0,444.5927,264.2,364.596,260.7187,0.0,0.0,260.7187,152.1815,中,92.1196,0.0,38.25,11.3266666667,252.873333,主时域0_2399
21,区域D,峰,631.31,492.42,0.4457,85.96,38.865489,510.22,117.5353,0.0,212.6847,240.23,307.4944,121.6145,0.0,180.0,-58.3855,54.2036,中,90.0,0.0,68.3447,89.425,150.805,主时域0_2399
21,区域E,峰,557.9,435.16,0.2335,66.512,46.610672,510.22,170.2525,0.0,152.9854,247.64,309.55,0.0,0.0,186.9821,-186.9821,0.0,中,88.3678,0.0,139.2975,72.112,175.528,主时域0_2399
21,区域F,峰,587.27,458.07,0.2759,117.9573333333,78.210835,510.22,187.2768,0.0,145.3244,256.22,325.3994,0.0,0.0,177.6187,-177.6187,0.0,中,88.0681,0.0,138.1226,119.7856666667,136.434333,主时域0_2399
22,区域A,平,656.43,0.0,0.6687,56.8,72.981481,500.0,46.5604,54.4127,399.0268,287.41,388.0035,341.4431,0.0,0.0,341.4431,228.323,低,156.0386,54.4127,0.0,66.5626666667,220.847333,主时域0_2399
22,区域B,平,629.08,0.0,0.6256,33.12,45.863248,500.0,63.5445,49.5,386.9555,313.8,423.63,360.0855,0.0,0.0,360.0855,225.2695,低,145.9263,49.5,0.0,38.7766666667,275.023333,主时域0_2399
22,区域C,平,610.85,0.0,0.5932,3.48,10.62963,500.0,72.0931,46.75,381.1569,290.23,400.5174,328.4243,0.0,0.0,328.4243,194.8213,低,135.5971,46.75,0.0,6.6853333333,283.544667,主时域0_2399
22,区域D,平,392.04,305.79,0.453,95.8613333333,41.222826,500.0,131.184,73.7632,132.7738,273.3,349.824,218.64,0.0,162.279,56.361,99.0439,低,159.3374,73.7632,0.0,96.6213333333,176.678667,主时域0_2399
22,区域E,平,346.45,270.23,0.2373,49.28,35.405138,500.0,199.0037,60.1993,108.3587,289.46,361.825,162.8212,0.0,132.4384,30.3829,38.6375,低,144.9551,60.1993,0.0,54.31,235.15,主时域0_2399
22,区域F,平,364.68,284.45,0.2804,76.2106666667,52.103175,500.0,217.3869,56.5226,101.7407,290.12,368.4524,151.0655,0.0,124.3498,26.7157,42.3588,低,141.1994,56.5226,0.0,78.8106666667,211.309333,主时域0_2399
23,区域A,平,656.73,0.0,0.6771,70.2613333333,88.195767,510.22,49.0714,55.0,406.1486,302.91,408.9285,359.8571,0.0,0.0,359.8571,243.6592,低,207.1886,55.0,0.0,81.1746666667,221.735333,主时域0_2399
23,区域B,平,629.37,0.0,0.6334,31.872,43.712251,510.22,66.7116,49.5,394.0084,329.44,444.744,378.0324,0.0,0.0,378.0324,239.4457,中,191.9613,49.5,0.0,37.0043333333,292.435667,主时域0_2399
23,区域C,平,611.13,0.0,0.6006,0.0,8.438272,510.22,82.0192,46.75,381.4508,330.19,455.6622,373.643,0.0,0.0,373.643,224.41,中,179.0746,46.75,0.0,4.1453333333,326.044667,主时域0_2399
23,区域D,平,392.22,305.93,0.4586,76.3333333333,33.293705,510.22,152.1785,71.6083,128.8949,322.38,412.6464,260.4679,0.0,157.5382,102.9296,119.4506,低,226.6492,71.6083,0.0,77.6333333333,244.746667,主时域0_2399
23,区域E,平,346.61,270.36,0.2402,32.9173333333,24.69697,510.22,222.9975,57.4445,103.4001,324.36,405.45,182.4525,0.0,126.3779,56.0746,43.8251,低,198.9529,57.4445,0.0,37.3373333333,287.022667,主时域0_2399
23,区域F,平,364.85,284.58,0.2839,62.6506666667,46.195652,510.22,235.844,54.8752,98.7753,308.26,391.4902,155.6462,0.0,120.7254,34.9207,44.1879,低,192.7821,54.8752,0.0,67.899,240.361,主时域0_2399
24,区域A,谷,474.52,0.0,0.6825,46.6053333333,63.391534,540.19,57.3788,55.0,427.8112,354.19,478.1565,438.7777,18.0,0.0,438.7777,299.4658,中,275.0786,73.0,0.0,56.8933333333,297.296667,主时域0_2399
24,区域B,谷,454.75,0.0,0.6384,8.0746666667,18.347578,540.19,69.0302,49.5,421.6598,340.89,460.2015,407.3713,16.2,0.0,407.3713,260.0658,中,253.0623,65.7,0.0,13.264,327.626,主时域0_2399
24,区域C,谷,441.56,0.0,0.6054,0.0,7.592593,540.19,84.8584,46.75,408.5816,341.62,471.4356,401.8772,15.3,0.0,401.8772,243.2965,中,236.7811,62.05,0.0,3.78,337.84,主时域0_2399
24,区域D,谷,283.39,221.04,0.4623,81.096,36.351902,540.19,167.139,74.6102,134.2984,358.71,459.1488,354.4098,62.4,164.1424,190.2674,163.8437,低,355.4388,137.0102,0.0,83.921,274.789,主时域0_2399
24,区域E,谷,250.44,195.34,0.2422,42.72,32.035573,540.19,222.7431,63.4894,114.2809,323.99,404.9875,239.8444,57.6,139.6766,100.1677,58.0903,低,312.7769,121.0894,0.0,48.44,275.55,主时域0_2399
24,区域F,谷,263.62,205.62,0.2862,81.216,59.739476,540.19,276.5868,52.7206,94.8972,355.88,451.9676,235.3808,60.0,115.9854,119.3954,67.366,低,298.7395,112.7206,0.0,87.9443333333,267.935667,主时域0_2399
25,区域A,谷,474.72,0.0,0.6846,16.008,25.928571,587.87,59.4815,55.0,473.3885,367.17,495.6795,454.198,18.0,0.0,454.198,310.9439,中,342.9686,73.0,0.0,21.8206666667,345.349333,主时域0_2399
25,区域B,谷,454.94,0.0,0.6404,20.4346666667,35.415954,587.87,79.704,49.5,458.666,393.6,531.36,467.856,16.2,0.0,467.856,299.615,中,314.1633,65.7,0.0,27.7236666667,365.876333,主时域0_2399
25,区域C,谷,441.75,0.0,0.6073,0.0,7.814815,587.87,96.5779,46.75,444.5421,388.8,536.544,455.2661,15.3,0.0,455.2661,276.4831,中,294.4876,62.05,0.0,3.92,384.88,主时域0_2399
25,区域D,谷,283.51,221.14,0.4637,59.84,27.173913,587.87,173.0411,82.9658,151.8631,374.46,479.3088,368.6677,62.4,180.0,188.6677,170.9512,低,492.0826,145.3658,0.0,62.44,312.02,主时域0_2399
25,区域E,谷,250.55,195.43,0.2429,61.504,43.320158,587.87,267.9188,63.9902,115.1824,389.7,487.125,276.8062,57.6,140.7785,136.0277,67.2362,低,427.0717,121.5902,0.0,66.904,322.796,主时域0_2399
25,区域F,谷,263.73,205.71,0.2871,50.672,40.445135,587.87,303.0754,56.9589,102.526,386.18,490.4486,247.3732,60.0,125.3096,122.0636,71.0208,低,408.6808,116.9589,0.0,57.852,328.328,主时域0_2399
26,区域A,谷,474.91,0.0,0.6833,5.168,15.232804,650.0,65.3184,0.0,584.6816,403.2,544.32,486.5622,7.5606,0.0,486.5622,332.468,中,350.0,7.5606,0.0,10.8413333333,392.358667,主时域0_2399
26,区域B,谷,455.13,0.0,0.6392,4.4026666667,14.703704,650.0,79.704,0.0,570.296,393.6,531.36,457.932,6.276,0.0,457.932,292.7101,中,320.0,6.276,0.0,9.8223333333,383.777667,主时域0_2399
26,区域C,谷,441.93,0.0,0.6061,12.64,23.851852,650.0,96.5779,0.0,553.4221,388.8,536.544,445.8934,5.9273,0.0,445.8934,270.256,中,300.0,5.9273,0.0,17.36,371.44,主时域0_2399
26,区域D,谷,283.63,221.23,0.4629,45.1066666667,23.129529,650.0,192.3379,91.5324,186.1297,417.4,534.272,404.3341,62.4,180.0,224.3341,187.1662,低,636.7791,153.9324,0.0,50.9616666667,366.438333,主时域0_2399
26,区域E,谷,250.65,195.51,0.2425,32.04,30.5583,650.0,294.9444,71.0111,127.82,429.01,536.2625,298.9181,57.6,156.2245,142.6937,72.4876,低,547.9662,128.6111,0.0,42.82,386.19,主时域0_2399
26,区域F,谷,263.84,205.8,0.2865,81.28,61.742581,650.0,339.0938,62.1812,111.9262,430.65,546.9255,267.8317,60.0,136.7987,131.033,76.7338,低,523.5312,122.1812,0.0,89.934,340.716,主时域0_2399
27,区域A,谷,475.1,0.0,0.6787,0.0,9.857143,722.35,65.3184,0.0,657.0316,403.2,544.32,479.0016,0.0,0.0,479.0016,325.0984,中,350.0,0.0,0.0,5.35,397.85,主时域0_2399
27,区域B,谷,455.31,0.0,0.6349,0.0,11.316239,722.35,79.704,0.0,642.646,393.6,531.36,451.656,0.0,0.0,451.656,286.7564,中,320.0,0.0,0.0,6.048,387.552,主时域0_2399
27,区域C,谷,442.11,0.0,0.6021,20.92,32.759259,722.35,96.5779,0.0,625.7721,388.8,536.544,439.9661,0.0,0.0,439.9661,264.9036,中,300.0,0.0,0.0,25.124,363.676,主时域0_2399
27,区域D,谷,283.74,221.32,0.4598,68.64,33.911911,722.35,193.3878,105.7924,243.1698,418.49,535.6672,404.6794,62.4,180.0,224.6794,186.0716,低,794.88,168.1924,0.0,75.5146666667,342.975333,主时域0_2399
27,区域E,谷,250.75,195.59,0.2408,42.56,37.747036,722.35,305.9375,83.2825,149.9085,445.0,556.25,307.9125,57.6,183.2215,124.691,74.1453,低,680.3957,140.8825,0.0,53.9,391.1,主时域0_2399
27,区域F,谷,263.94,205.87,0.2846,118.08,84.575569,722.35,361.402,72.1896,129.9413,460.5,584.835,283.433,60.0,158.8171,124.6159,80.665,中,647.7894,132.1896,0.0,125.88,334.62,主时域0_2399
28,区域A,谷,475.28,0.0,0.6712,0.0,12.261905,800.0,65.3184,0.0,734.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,321.5059,中,350.0,0.0,0.0,6.56,396.64,主时域0_2399
28,区域B,谷,455.48,0.0,0.6279,0.0,13.846154,800.0,79.704,0.0,720.296,393.6,531.36,451.656,0.0,0.0,451.656,283.5948,中,320.0,0.0,0.0,7.48,386.12,主时域0_2399
28,区域C,谷,442.27,0.0,0.5954,12.64,28.320988,800.0,96.5779,0.0,703.4221,388.8,536.544,439.9661,0.0,0.0,439.9661,261.9558,中,300.0,0.0,0.0,19.6466666667,369.153333,主时域0_2399
28,区域D,谷,283.85,221.4,0.4547,134.1733333333,61.008832,800.0,214.5955,49.4298,355.9747,460.56,589.5168,437.3213,62.4,180.0,257.3213,198.85,低,900.0,111.8298,0.0,140.12,320.44,主时域0_2399
28,区域E,谷,250.84,195.66,0.2382,44.088,38.086298,800.0,312.125,90.9152,178.6319,454.0,567.5,312.975,57.6,218.3279,94.6471,74.5506,中,820.0,148.5152,0.0,54.8163333333,399.183667,主时域0_2399
28,区域F,谷,264.04,205.95,0.2815,151.448,105.962733,800.0,324.1587,95.1683,171.3029,417.09,529.7043,265.5456,60.0,209.3702,56.1755,74.7511,低,793.6476,155.1683,0.0,159.008,258.082,主时域0_2399
29,区域A,谷,475.45,0.0,0.6612,16.8,29.380952,877.65,65.3184,0.0,812.3316,403.2,544.32,479.0016,0.0,0.0,479.0016,316.7159,中,350.0,0.0,0.0,23.8226666667,379.377333,主时域0_2399
29,区域B,谷,455.64,0.0,0.6186,0.0,13.065527,877.65,79.704,0.0,797.946,393.6,531.36,451.656,0.0,0.0,451.656,279.3944,中,320.0,0.0,0.0,7.1146666667,386.485333,主时域0_2399
29,区域C,谷,442.43,0.0,0.5866,12.64,30.682099,877.65,96.5779,0.0,781.0721,388.8,536.544,439.9661,0.0,0.0,439.9661,258.0841,中,300.0,0.0,0.0,20.808,367.992,主时域0_2399
29,区域D,谷,283.95,221.48,0.4479,107.2133333333,52.032382,877.65,215.3904,0.0,482.2596,456.29,584.0512,368.6608,0.0,180.0,188.6608,165.1232,低,900.0,0.0,0.0,116.7966666667,339.493333,主时域0_2399
29,区域E,谷,250.93,195.73,0.2346,86.1866666667,60.245389,877.65,336.3044,0.0,321.3456,489.17,611.4625,275.1581,0.0,220.0,55.1581,64.5521,中,820.0,0.0,0.0,93.0283333333,396.141667,主时域0_2399
29,区域F,谷,264.14,206.03,0.2773,115.496,82.965839,877.65,367.9277,0.0,289.7223,480.9,610.743,302.7647,59.9494,220.0,82.7647,83.9566,中,850.0,59.9494,0.0,123.236,357.664,主时域0_2399
30,区域A,谷,475.61,0.0,0.6496,40.96,51.462963,950.0,65.3184,0.0,884.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,311.1594,中,350.0,0.0,0.0,46.8983333333,356.301667,主时域0_2399
30,区域B,谷,455.79,0.0,0.6077,16.32,27.458689,950.0,79.704,0.0,870.296,393.6,531.36,451.656,0.0,0.0,451.656,274.4714,中,320.0,0.0,0.0,21.6236666667,371.976333,主时域0_2399
30,区域C,谷,442.58,0.0,0.5763,12.4293333333,30.126543,950.0,96.5779,0.0,853.4221,388.8,536.544,439.9661,0.0,0.0,439.9661,253.5525,中,300.0,0.0,0.0,20.5093333333,368.290667,主时域0_2399
30,区域D,谷,284.04,221.55,0.44,79.7973333333,39.959239,950.0,222.9312,0.0,547.0688,464.44,594.4832,371.552,0.0,180.0,191.552,163.4829,低,900.0,0.0,0.0,88.744,375.696,主时域0_2399
30,区域E,谷,251.02,195.8,0.2305,88.2666666667,60.011528,950.0,331.9869,0.0,398.0131,482.89,603.6125,271.6256,0.0,220.0,51.6256,62.6097,中,820.0,0.0,0.0,93.6016666667,389.288333,主时域0_2399
30,区域F,谷,264.23,206.1,0.2724,80.3226666667,57.820911,950.0,370.7461,0.0,359.2539,494.79,628.3833,257.6372,0.0,220.0,37.6372,70.1804,中,850.0,0.0,0.0,85.756,409.034,主时域0_2399
31,区域A,平,731.94,0.0,0.637,51.04,61.849206,1012.13,65.3184,0.0,946.8116,403.2,544.32,479.0016,0.0,0.0,479.0016,305.124,中,350.0,0.0,0.0,57.1696666667,346.030333,主时域0_2399
31,区域B,平,701.44,0.0,0.5959,16.32,28.039886,1012.13,79.704,0.0,932.426,393.6,531.36,451.656,0.0,0.0,451.656,269.1418,中,320.0,0.0,0.0,21.892,371.708,主时域0_2399
31,区域C,平,681.11,0.0,0.5651,0.0,14.929012,1012.13,96.5779,0.0,915.5521,388.8,536.544,439.9661,0.0,0.0,439.9661,248.6248,中,300.0,0.0,0.0,7.5616666667,381.238333,主时域0_2399
31,区域D,平,437.13,340.96,0.4315,70.1813333333,35.593297,1012.13,222.1344,0.0,609.9956,454.02,581.1456,359.0112,0.0,180.0,179.0112,154.9133,低,900.0,0.0,0.0,78.7113333333,375.308667,主时域0_2399
31,区域E,平,386.3,301.31,0.226,76.5546666667,53.801054,1012.13,353.0828,0.0,439.0472,473.47,591.8375,238.7547,0.0,220.0,18.7547,53.9586,中,820.0,0.0,0.0,83.0146666667,390.455333,主时域0_2399
31,区域F,平,406.63,317.17,0.2671,45.0346666667,32.613872,1012.13,342.2104,0.0,449.9196,468.19,594.6013,252.3909,0.0,220.0,32.3909,67.4136,中,850.0,0.0,0.0,48.173,420.017,主时域0_2399
32,区域A,平,732.16,0.0,0.6245,36.2506666667,42.89418,1059.81,65.3184,0.0,994.4916,403.2,544.32,479.0016,0.0,0.0,479.0016,299.1365,中,350.0,0.0,0.0,39.9373333333,363.262667,主时域0_2399
32,区域B,平,701.66,0.0,0.5842,16.32,34.267806,1059.81,79.704,0.0,980.106,393.6,531.36,451.656,0.0,0.0,451.656,263.8574,中,320.0,0.0,0.0,25.2526666667,368.347333,主时域0_2399
32,区域C,平,681.32,0.0,0.554,27.52,58.074074,1059.81,96.5779,0.0,963.2321,388.8,536.544,439.9661,0.0,0.0,439.9661,243.7412,中,300.0,0.0,0.0,41.088,347.712,主时域0_2399
32,区域D,平,437.26,341.06,0.423,54.8693333333,32.513587,1059.81,215.0304,0.0,664.7796,430.75,551.36,336.3296,0.0,180.0,156.3296,142.2674,低,900.0,0.0,0.0,68.436,362.314,主时域0_2399
32,区域E,平,386.42,301.41,0.2216,77.352,53.998682,1059.81,355.92,0.0,483.89,444.9,556.125,200.205,0.0,220.0,-19.795,44.3654,低,820.0,0.0,0.0,83.5136666667,361.386333,主时域0_2399
32,区域F,平,406.76,317.27,0.2619,83.3466666667,54.70842,1059.81,322.2234,0.0,517.5866,453.07,575.3989,253.1755,0.0,220.0,33.1755,66.3067,中,850.0,0.0,0.0,83.967,369.103,主时域0_2399
33,区域A,平,732.37,0.0,0.6128,23.248,36.949735,1089.78,69.5448,0.0,1020.2352,403.2,544.32,474.7752,0.0,0.0,474.7752,290.9422,中,350.0,0.0,0.0,31.461,371.739,主时域0_2399
33,区域B,平,701.85,0.0,0.5732,16.32,29.105413,1089.78,83.8298,0.0,1005.9502,393.6,531.36,447.5302,0.0,0.0,447.5302,256.5243,中,320.0,0.0,0.0,22.4146666667,371.185333,主时域0_2399
33,区域C,平,681.51,0.0,0.5436,39.68,69.648148,1089.78,100.744,0.0,989.036,388.8,536.544,435.8,0.0,0.0,435.8,236.9009,中,300.0,0.0,0.0,51.9006666667,336.899333,主时域0_2399
33,区域D,平,437.39,341.16,0.4151,43.776,27.980072,1089.78,230.2987,0.0,679.4813,452.33,578.9824,348.6837,0.0,180.0,168.6837,144.7386,低,900.0,0.0,0.0,57.6026666667,394.727333,主时域0_2399
33,区域E,平,386.53,301.49,0.2174,69.9946666667,46.633729,1089.78,376.5334,0.0,493.2466,444.76,555.95,179.4166,0.0,220.0,-40.5834,39.0052,低,820.0,0.0,0.0,73.432,371.328,主时域0_2399
33,区域F,平,406.87,317.36,0.257,93.9466666667,62.025535,1089.78,316.0124,0.0,553.7676,457.01,580.4027,264.3903,0.0,220.0,44.3903,67.9483,中,850.0,0.0,0.0,95.0666666667,361.943333,主时域0_2399
34,区域A,平,732.56,0.0,0.6027,23.56,41.92328,1100.0,72.3077,0.0,1027.6923,396.75,535.6125,463.3048,0.0,0.0,463.3048,279.2338,中,350.0,0.0,0.0,34.4266666667,362.323333,主时域0_2399
34,区域B,平,702.04,0.0,0.5638,16.32,31.205128,1100.0,87.6744,0.0,1012.3256,393.6,531.36,443.6856,0.0,0.0,443.6856,250.1499,中,320.0,0.0,0.0,23.9306666667,369.669333,主时域0_2399
34,区域C,平,681.69,0.0,0.5347,32.9813333333,60.141975,1100.0,104.6261,0.0,995.3739,388.8,536.544,431.9179,0.0,0.0,431.9179,230.9465,中,300.0,0.0,0.0,44.2463333333,344.553667,主时域0_2399
34,区域D,平,437.5,341.25,0.4083,76.3333333333,39.335371,1100.0,210.5689,0.0,709.4311,406.19,519.9232,309.3543,0.0,180.0,129.3543,126.3094,低,900.0,0.0,0.0,86.5266666667,319.663333,主时域0_2399
34,区域E,平,386.63,301.57,0.2139,86.6666666667,58.366271,1100.0,330.804,0.0,549.196,374.91,468.6375,137.8335,0.0,220.0,-82.1665,29.4826,低,820.0,0.0,0.0,91.5666666667,283.343333,主时域0_2399
34,区域F,平,406.98,317.44,0.2527,109.6933333333,75.9196,1100.0,267.813,0.0,612.187,397.88,505.3076,237.4946,0.0,220.0,17.4946,60.0149,低,850.0,0.0,0.0,114.3933333333,283.486667,主时域0_2399
35,区域A,平,732.74,0.0,0.595,8.16,24.632275,1089.78,72.9266,0.0,1016.8534,382.54,516.429,443.5024,0.0,0.0,443.5024,263.8839,中,350.0,0.0,0.0,17.9113333333,364.628667,主时域0_2399
35,区域B,平,702.21,0.0,0.5566,9.792,22.555556,1089.78,88.6876,0.0,1001.0924,383.7,517.995,429.3074,0.0,0.0,429.3074,238.9525,中,320.0,0.0,0.0,16.532,367.168,主时域0_2399
35,区域C,平,681.85,0.0,0.5278,25.12,51.864198,1089.78,105.5634,0.0,984.2166,380.17,524.6346,419.0712,0.0,0.0,419.0712,221.1858,中,300.0,0.0,0.0,36.9213333333,343.248667,主时域0_2399
35,区域D,平,437.61,341.34,0.4031,79.1413333333,39.847147,1089.78,208.9568,0.0,700.8232,396.99,508.1472,299.1904,0.0,180.0,119.1904,120.6036,低,900.0,0.0,0.0,88.333,308.657,主时域0_2399
35,区域E,平,386.72,301.64,0.2111,94.4,63.091238,1089.78,359.8341,0.0,509.9459,397.68,497.1,137.2659,0.0,220.0,-82.7341,28.9768,低,820.0,0.0,0.0,99.2483333333,298.431667,主时域0_2399
35,区域F,平,407.08,317.52,0.2495,85.4933333333,61.214631,1089.78,252.2262,0.0,617.5538,383.72,487.3244,235.0982,0.0,220.0,15.0982,58.657,低,850.0,0.0,0.0,91.0333333333,292.686667,主时域0_2399
36,区域A,平,732.9,0.0,0.5902,19.04,35.388889,1059.81,67.7639,0.0,992.0461,343.85,464.1975,396.4336,0.0,0.0,396.4336,233.9751,中,350.0,0.0,0.0,28.866,314.984,主时域0_2399
36,区域B,平,702.36,0.0,0.5521,11.84,24.786325,1059.81,84.0062,0.0,975.8038,353.6,477.36,393.3538,0.0,0.0,393.3538,217.1706,中,320.0,0.0,0.0,18.72,334.88,主时域0_2399
36,区域C,平,682.0,0.0,0.5236,16.8,35.382716,1059.81,95.1425,0.0,964.6675,334.71,461.8998,366.7573,0.0,0.0,366.7573,192.0341,中,300.0,0.0,0.0,25.1853333333,309.524667,主时域0_2399
36,区域D,平,437.7,341.41,0.3998,123.752,55.157382,1059.81,181.4805,0.0,698.3295,340.837,436.2714,254.7909,0.0,180.0,74.7909,101.8654,低,900.0,0.0,0.0,127.5986666667,213.238333,主时域0_2399
36,区域E,平,386.81,301.71,0.2094,73.232,47.980896,1059.81,317.8876,0.0,521.9224,348.37,435.4625,117.5749,0.0,220.0,-102.4251,24.6202,低,820.0,0.0,0.0,76.0186666667,272.351333,主时域0_2399
36,区域F,平,407.17,317.59,0.2475,92.336,65.289855,1059.81,238.7273,0.0,601.0827,370.0,469.9,231.1727,0.0,220.0,11.1727,57.2152,低,850.0,0.0,0.0,97.604,272.396,主时域0_2399
37,区域A,平,733.05,0.0,0.5887,28.0,44.57672,1012.13,65.4163,0.0,946.7137,325.26,439.101,373.6847,0.0,0.0,373.6847,219.9882,低,350.0,0.0,0.0,38.0463333333,287.213667,主时域0_2399
37,区域B,平,702.51,0.0,0.5507,11.84,28.054131,1012.13,80.7881,0.0,931.3419,334.36,451.386,370.5979,0.0,0.0,370.5979,204.0883,中,320.0,0.0,0.0,20.5543333333,313.805667,主时域0_2399
37,区域C,平,682.14,0.0,0.5222,17.9546666667,37.447531,1012.13,99.8404,0.0,912.2896,346.2,477.756,377.9156,0.0,0.0,377.9156,197.3475,中,300.0,0.0,0.0,26.6546666667,319.545333,主时域0_2399
37,区域D,平,437.79,341.48,0.3988,120.8853333333,54.995471,1012.13,184.7599,0.0,647.3701,344.514,440.9779,256.218,0.0,180.0,76.218,102.1797,低,900.0,0.0,0.0,126.2853333333,218.228667,主时域0_2399
37,区域E,平,386.89,301.77,0.2089,93.6,57.806324,1012.13,292.3806,0.0,499.7494,323.132,403.915,111.5344,0.0,220.0,-108.4656,23.2995,低,820.0,0.0,0.0,93.6,229.532,主时域0_2399
37,区域F,平,407.25,317.66,0.2469,74.0453333333,53.174603,1012.13,207.0658,0.0,585.0642,324.76,412.4452,205.3794,0.0,220.0,-14.6206,50.7082,低,850.0,0.0,0.0,79.1336666667,245.626333,主时域0_2399
38,区域A,平,733.18,0.0,0.5905,28.0,39.582011,950.0,63.3631,0.0,886.6369,312.904,422.4204,359.0573,0.0,0.0,359.0573,212.0234,低,350.0,0.0,0.0,35.0,277.904,主时域0_2399
38,区域B,平,702.63,0.0,0.5524,11.84,31.91453,950.0,76.8089,0.0,873.1911,316.086,426.7161,349.9072,0.0,0.0,349.9072,193.2887,低,320.0,0.0,0.0,22.516,293.57,主时域0_2399
38,区域C,平,682.27,0.0,0.5238,18.112,38.969136,950.0,94.6287,0.0,855.3713,326.531,450.6128,355.9841,0.0,0.0,355.9841,186.4645,中,300.0,0.0,0.0,27.162,299.369,主时域0_2399
38,区域D,平,437.87,341.54,0.4,117.728,54.085145,950.0,163.1616,0.0,606.8384,303.5,388.48,225.3184,0.0,180.0,45.3184,90.1274,低,900.0,0.0,0.0,123.7613333333,179.738667,主时域0_2399
38,区域E,平,386.96,301.83,0.2095,89.4586666667,58.707181,950.0,282.5541,0.0,447.4459,320.227,400.2837,117.7296,0.0,220.0,-102.2704,24.6644,低,820.0,0.0,0.0,92.9586666667,227.268333,主时域0_2399
38,区域F,平,407.32,317.71,0.2476,19.208,15.802277,950.0,198.0133,0.0,531.9867,311.832,396.0266,198.0133,0.0,220.0,-21.9867,49.0281,低,850.0,0.0,0.0,22.468,289.364,主时域0_2399
39,区域A,平,733.3,0.0,0.5955,21.5786666667,35.462963,877.65,59.7596,0.0,817.8904,297.134,401.1309,341.3713,0.0,0.0,341.3713,203.2866,低,350.0,0.0,0.0,29.7793333333,267.354667,主时域0_2399
39,区域B,平,702.75,0.0,0.5571,11.84,32.809117,877.65,69.9123,0.0,807.7377,289.348,390.6198,320.7075,0.0,0.0,320.7075,178.6662,低,320.0,0.0,0.0,23.008,266.34,主时域0_2399
39,区域C,平,682.38,0.0,0.5283,17.76,36.771605,877.65,83.9885,0.0,793.6615,291.233,401.9015,317.913,0.0,0.0,317.913,167.9534,低,300.0,0.0,0.0,25.755,265.478,主时域0_2399
39,区域D,平,437.94,341.59,0.4034,91.2053333333,46.129982,877.65,146.7991,0.0,550.8509,273.73,350.3744,203.5753,0.0,180.0,23.5753,82.1223,低,900.0,0.0,0.0,102.0453333333,171.684667,主时域0_2399
